Kode;Tgl Surat;Jenis Kewajiban;Jenis Sanksi;JumlahDenda;Tahun;Sumber;Kode Saham;Nama Perusahaan;Tanggal Masuk;Tanggal Keluar;Kriteria
FLMC;02/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
JSKY;02/01/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
HOTL;04/01/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
JSKY;04/01/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
MTWI;04/01/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
NUSA;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
PLAS;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
RIMO;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
SIMA;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
SKYB;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
TDPM;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
TRAM;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
TRIL;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
UNIT;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
SUGI;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
LCGP;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
LABA;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
HOTL;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
HOME;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
DEAL;05/01/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
COWL;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
BUVA;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
ARMY;05/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
RONY;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
PURE;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
PLAN;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
MTRA;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
MAGP;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
MABA;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
KBRI;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
GOLL;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
FLMC;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
ENVY;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
DUCK;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
CPRI;06/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
MABA;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
MAGP;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
MTRA;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
PURE;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
PLAS;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
LMAS;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
SIMA;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
SQMI;09/01/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
TRIL;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
NUSA;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
LCGP;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
UNIT;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
KBRI;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
HOME;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
GOLL;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
ENVY;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
DUCK;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
DADA;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
COWL;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
BKSL;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
ARMY;09/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
SUGI;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
SKYB;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
TRAM;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
TDPM;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
RIMO;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
HOTL;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
LABA;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
BUVA;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
NUSA;10/01/2023 00:00;Keterbukaan Informasi;SP1;;2023;Sanksi;;;;;
JSKY;10/01/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
BAJA;11/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
CARE;11/01/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
FLMC;11/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
GHON;11/01/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
IIKP;11/01/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
NASI;11/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
SOSS;11/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
ARII;12/01/2023 00:00;Laporan Eksplorasi;SP1;;2023;Sanksi;;;;;
MEDC;12/01/2023 00:00;Laporan Eksplorasi;SP1;0;2023;Sanksi;;;;;
ZINC;12/01/2023 00:00;Laporan Eksplorasi;SP1;;2023;Sanksi;;;;;
JSKY;13/01/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
MDRN;13/01/2023 00:00;Public Expose;SP2;2000000;2023;Sanksi;;;;;
DEAL;13/01/2023 00:00;Salah Saji Laporan Keuangan;SP2;25000000;2023;Sanksi;;;;;
ARII;17/01/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
FLMC;17/01/2023 00:00;Permintaan Penjelasan;SP2;0;2023;Sanksi;;;;;
AKKU;18/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
ETWA;18/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
ETWA;18/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
DPUM;19/01/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
BCIC;20/01/2023 00:00;Keterbukaan Informasi;SP1;;2023;Sanksi;;;;;
CPRI;20/01/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
MDRN;30/01/2023 00:00;Permintaan Penjelasan;SP3;;2023;Sanksi;;;;;
NTBK;30/01/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
ENVY;31/01/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
URBN;02/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
FLMC;02/02/2023 00:00;Permintaan Penjelasan;SP2;0;2023;Sanksi;;;;;
ARII;02/02/2023 00:00;Salah Saji Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
TDPM;03/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
MTRA;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
NUSA;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
NUSA;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
PANI;07/02/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
PLAN;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
PLAS;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
PLAS;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
PURE;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
RIMO;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
RIMO;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
SIMA;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
SKYB;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
SKYB;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
SUGI;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
SUGI;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
TAYS;07/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
TDPM;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
TDPM;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
TRAM;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
TRAM;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
TRIL;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
TRIL;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
UNIT;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
UNIT;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
WSBP;07/02/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
SIMA;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
MAGP;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
LMAS;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
ARMY;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
ARMY;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
BUVA;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
BUVA;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
BWPT;07/02/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
COWL;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
COWL;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
DUCK;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
ENVY;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
ETWA;07/02/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
FLMC;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
FORU;07/02/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
GOLL;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
HOME;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
LCGP;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
LCGP;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
MABA;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
HOME;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
KBRI;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
JSKY;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
HOTL;07/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
HOTL;07/02/2023 00:00;Laporan Keuangan;SP3;150000000;2023;Sanksi;;;;;
MAGP;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
RONY;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
PURE;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
MTRA;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
MABA;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
KBRI;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
GOLL;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
FLMC;08/02/2023 00:00;Permintaan Penjelasan;SP2;0;2023;Sanksi;;;;;
ENVY;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
DUCK;08/02/2023 00:00;Public Expose;SP3;10000000;2023;Sanksi;;;;;
ASJT;09/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
LAJU;09/02/2023 00:00;Keterbukaan Informasi;SP1;0;2023;Sanksi;;;;;
MFIN;09/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
ENVY;10/02/2023 00:00;Permintaan Penjelasan;SP2;0;2023;Sanksi;;;;;
GMFI;10/02/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
LMPI;13/02/2023 00:00;Keterbukaan Informasi;SP1;;2023;Sanksi;;;;;
CSMI;13/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
ADCP;13/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
GOTO;14/02/2023 00:00;Keterbukaan Informasi;SP1;;2023;Sanksi;;;;;
TRIL;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
LCGP;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
LMAS;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
MABA;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
MAGP;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
MIRA;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
MTFN;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
MTRA;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
SIMA;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
NUSA;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
PURE;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
RIMO;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
RONY;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
SKYB;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
SUGI;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
TDPM;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
KAYU;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
KBRI;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
ARMY;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
ARTI;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
BAPI;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
CBMF;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
COWL;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
CPRI;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
CSMI;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
DEAL;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
DUCK;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
BTEL;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
GAMA;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
GGRM;16/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
GOLL;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
JSKY;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
HOME;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
HOTL;16/02/2023 00:00;Annual Listing Fee;SUS;;2023;Sanksi;;;;;
INPS;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
ENVY;16/02/2023 00:00;Annual Listing Fee;SUS;0;2023;Sanksi;;;;;
FLMC;20/02/2023 00:00;Permintaan Penjelasan;SP3;5000000;2023;Sanksi;;;;;
FLMC;20/02/2023 00:00;Permintaan Penjelasan;SP3;5000000;2023;Sanksi;;;;;
ENVY;20/02/2023 00:00;Permintaan Penjelasan;SP3;5000000;2023;Sanksi;;;;;
CSMI;23/02/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
GMTD;23/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
IBFN;23/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
MASA;23/02/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
MTRA;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
PURE;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
NUSA;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
RIMO;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
TRIL;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
SIMA;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
SKYB;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
SUGI;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
TDPM;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
TRAM;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
MAGP;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
RONY;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
MABA;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
HOTL;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
KBRI;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
HOME;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
GOLL;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
FLMC;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
ENVY;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
DUCK;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
COWL;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
BUVA;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
ARMY;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
LCGP;24/02/2023 00:00;Public Expose;SUS;;2023;Sanksi;;;;;
TRIN;27/02/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
HOMI;27/02/2023 00:00;Permintaan Penjelasan;SP1;0;2023;Sanksi;;;;;
CSMI;27/02/2023 00:00;Permintaan Penjelasan;SP3;5000000;2023;Sanksi;;;;;
MAGP;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
UNIT;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
TRIL;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
TRAM;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
TDPM;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
SUGI;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
SKYB;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
SIMA;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
RIMO;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
PURE;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
PLAS;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
NUSA;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
MABA;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
MTRA;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
LCGP;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
BUVA;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
COWL;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
DUCK;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
ENVY;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
GOLL;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
HOME;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
ARMY;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
JSKY;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
KBRI;01/03/2023 00:00;Laporan Keuangan;SUS;0;2023;Sanksi;;;;;
LMAS;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
HOTL;01/03/2023 00:00;Laporan Keuangan;SUS;;2023;Sanksi;;;;;
LMAS;02/03/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
BABP;06/03/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
MASA;06/03/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
SGER;06/03/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
TELE;07/03/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
HOTL;07/03/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
ETWA;08/03/2023 00:00;Laporan Keuangan;SP2;50000000;2023;Sanksi;;;;;
LMAS;08/03/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
CANI;13/03/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
HOTL;16/03/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
HOTL;29/03/2023 00:00;Permintaan Penjelasan;SP3;5000000;2023;Sanksi;;;;;
HOTL;31/03/2023 00:00;Permintaan Penjelasan;SP2;;2023;Sanksi;;;;;
CLAY;04/04/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
KLIN;04/04/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
WSBP;05/04/2023 00:00;Permintaan Penjelasan;SP1;;2023;Sanksi;;;;;
INTP;10/04/2023 00:00;Public Expose;SP1;;2023;Sanksi;;;;;
NASA;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
NINE;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
NUSA;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
OASA;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
LCGP;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
PEGE;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
PGAS;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
PLAS;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
POLL;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
POLU;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
POOL;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
OLIV;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MTRA;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
MRAT;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MPRO;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MKNT;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
MGLV;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MDRN;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MDKA;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
MDIA;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
MBTO;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MAYA;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MARI;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
MAGP;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
MABA;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
LMAS;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
MTFN;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
PSAB;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
TOPS;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
PYFA;11/04/2023 00:00;Laporan Keuangan;SP1;;2023;Sanksi;;;;;
ZYRX;11/04/2023 00:00;Laporan Keuangan;SP1;0;2023;Sanksi;;;;;
