Kode;Tgl Surat;Jenis Kewajiban;Jenis Sanksi;JumlahDenda;Tahun;Sumber;Kode Saham;Nama Perusahaan;Tanggal Masuk;Tanggal Keluar;Kriteria
PURE;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SKYB;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
RDTX;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
WICO;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
TRIO;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
TRIL;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
TRIL;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
TOYS;31/07/2024 00:00;Free Float;SP2;25000000;2024;Sanksi;;;;;
TOYS;31/07/2024 00:00;Free Float;SP2;25000000;2024;Sanksi;;;;;
TOTO;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
TFCO;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
TECH;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
TECH;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SUPR;31/07/2024 00:00;Free Float;SP2;25000000;2024;Sanksi;;;;;
SUGI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
PURE;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SUGI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SKYB;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SKBM;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SIMA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SIMA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SBAT;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
SBAT;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
SAFE;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
RSGK;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
RONY;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
RIMO;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
RIMO;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
SMCB;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
MABA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
LMSH;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
FASW;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
FASW;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
EPMT;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
DUCK;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
DUCK;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
DMND;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
DEAL;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
DEAL;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
DART;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
CPRI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
CPRI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
COWL;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
COWL;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
CNTX;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
CNTX;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
CITA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
CBMF;31/07/2024 00:00;Free Float;SP2;25000000;2024;Sanksi;;;;;
CBMF;31/07/2024 00:00;Free Float;SP2;25000000;2024;Sanksi;;;;;
BTON;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
BKSW;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
BEEF;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
BCIC;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
ASBI;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
ARTA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
ALMI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
FISH;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
AGRS;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
FORU;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
LMPI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
LION;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
LCGP;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
LCGP;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
KIAS;31/07/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
KDSI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
KBRI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
KBRI;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
JSKY;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
JSKY;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
INDY;31/07/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
HOTL;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
HOTL;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
HKMU;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
HKMU;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
GGRP;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
GAMA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
GAMA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
MABA;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
ADES;31/07/2024 00:00;Free Float;SP3;35000000;2024;Sanksi;;;;;
TELE;02/08/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
LCKM;07/08/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
RIMO;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
PYFA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
PURE;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
PSAB;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
POOL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
POLL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
PLAS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
PBRX;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
PACK;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
NUSA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
NANO;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
NETV;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
RMKO;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
MTRA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
MTFN;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
MKNT;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
MKNT;08/08/2024 00:00;Permintaan Penjelasan;SP3;10000000;2024;Sanksi;;;;;
MDIA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
MAGP;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
MABA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
RONY;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
SIMA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
SBAT;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BSBK;08/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
ZONE;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ZBRA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
WMPP;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
WINR;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
VIVA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
VISI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
URBN;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
UNIT;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
UANG;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TYRE;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
RUNS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TRIL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TOYS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TOPS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TIRA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TECH;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TDPM;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
SWAT;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
SUGI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
SQMI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
SMRU;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
SKYB;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
LOPI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
TRAM;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
LMAS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
NINE;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
LCGP;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ETWA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ENZO;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
DUCK;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
DEWI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
DEAL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
CPRI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
COWL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
CMNT;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
CLAY;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
CBMF;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
CASA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
FIRE;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BTEL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BOSS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BLUE;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BIPI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BESS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BEKS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
AXIO;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ATLA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ASLI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ARTI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ARMY;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
LEAD;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
BPFI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
FLMC;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ALTO;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
GAMA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
KREN;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
KLIN;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
KJEN;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
KBRI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
KAYU;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
JSKY;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
JAWA;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
IPPE;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
LABS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
IKBI;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
IKAN;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
ICON;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
IBOS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
IBFN;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
HOTL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
HOME;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
HKMU;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
HITS;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
HALO;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
GOLL;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
INAF;08/08/2024 00:00;Laporan Keuangan;SP1;;2024;Sanksi;;;;;
UNIT;14/08/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
KIOS;14/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
FISH;14/08/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
UNIT;14/08/2024 00:00;Free Float;SP1;;2024;Sanksi;;;;;
MABA;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
MDIA;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
MTRA;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
PURE;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
TECH;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
HOTL;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
JSKY;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
RIMO;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
SKYB;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
SUGI;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
COWL;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
HKMU;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
LCGP;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
NUSA;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
PLAS;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
SIMA;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
DEAL;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
KBRI;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
DUCK;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
GAMA;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
MKNT;16/08/2024 00:00;Permintaan Penjelasan;SP3;15000000;2024;Sanksi;;;;;
ZBRA;16/08/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
SOLA;16/08/2024 00:00;Keterbukaan Informasi;SP1;5000000;2024;Sanksi;;;;;
NETV;16/08/2024 00:00;Keterbukaan Informasi;SP1;5000000;2024;Sanksi;;;;;
PBRX;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP1;;2024;Sanksi;;;;;
ALTO;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP1;;2024;Sanksi;;;;;
BREN;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP1;;2024;Sanksi;;;;;
BANK;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP1;;2024;Sanksi;;;;;
MTEL;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP1;;2024;Sanksi;;;;;
MAGP;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP2;2000000;2024;Sanksi;;;;;
ETWA;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP2;2000000;2024;Sanksi;;;;;
TDPM;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;4000000;2024;Sanksi;;;;;
POLL;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;6000000;2024;Sanksi;;;;;
SBAT;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;8000000;2024;Sanksi;;;;;
DEWA;16/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
KAYU;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;8000000;2024;Sanksi;;;;;
MGLV;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;8000000;2024;Sanksi;;;;;
TOYS;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;10000000;2024;Sanksi;;;;;
TRIL;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;10000000;2024;Sanksi;;;;;
CBMF;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
CPRI;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;12000000;2024;Sanksi;;;;;
MKNT;16/08/2024 00:00;Laporan Bulanan Registrasi Efek;SP3;4000000;2024;Sanksi;;;;;
AMMS;20/08/2024 00:00;Laporan Keuangan;SP1;0;2024;Sanksi;;;;;
PPGL;20/08/2024 00:00;Laporan Keuangan;SP1;0;2024;Sanksi;;;;;
BAJA;22/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
CTBN;22/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
BRNA;22/08/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
IPPE;22/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
ZBRA;22/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
KEJU;22/08/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
SBAT;23/08/2024 00:00;Permintaan Penjelasan;SP2;5000000;2024;Sanksi;;;;;
MKNT;23/08/2024 00:00;Permintaan Penjelasan;SP3;20000000;2024;Sanksi;;;;;
SOTS;23/08/2024 00:00;Salah Saji Laporan Keuangan;SP2;100000000;2024;Sanksi;;;;;
COAL;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
MDRN;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
SMRU;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
SWAT;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
URBN;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
POLY;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
IRRA;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
IIKP;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
INAF;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
LEAD;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
SRIL;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
SSTM;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
ALTO;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
TOPS;30/08/2024 00:00;Keterbukaan Informasi;SP2;;2024;Sanksi;;;;;
FLMC;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
SQMI;30/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
WMPP;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
CTBN;30/08/2024 00:00;Permintaan Penjelasan;SP3;;2024;Sanksi;;;;;
BAJA;30/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
INAF;30/08/2024 00:00;Permintaan Penjelasan;SP3;;2024;Sanksi;;;;;
AMAR;30/08/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
WMPP;30/08/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
IPPE;30/08/2024 00:00;Permintaan Penjelasan;SP2;;2024;Sanksi;;;;;
WOWS;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
OCAP;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
TELE;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
AKKU;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
BIPI;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
BTEL;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
KAEF;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
ELTY;30/08/2024 00:00;Keterbukaan Informasi;SP1;;2024;Sanksi;;;;;
AREA;02/09/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
SBAT;02/09/2024 00:00;Permintaan Penjelasan;SP3;10000000;2024;Sanksi;;;;;
WOWS;05/09/2024 00:00;Permintaan Penjelasan;SP1;;2024;Sanksi;;;;;
IPPE;05/09/2024 00:00;Permintaan Penjelasan;SP3;10000000;2024;Sanksi;;;;;
ZBRA;05/09/2024 00:00;Permintaan Penjelasan;SP2;5000000;2024;Sanksi;;;;;
CPRI;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
NUSA;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
MTRA;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
MKNT;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
MDIA;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
MAGP;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
MABA;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
LMAS;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
LCGP;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
KBRI;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
KAYU;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
PLAS;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
COWL;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
CBMF;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
BOSS;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
BEKS;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
ARTI;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
ARMY;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
DEAL;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
PACK;09/09/2024 00:00;Laporan Keuangan;SP2;;2024;Sanksi;;;;;
GIAA;09/09/2024 00:00;Keterbukaan Informasi;SP1;5000000;2024;Sanksi;;;;;
GOLL;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
HOME;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
HOTL;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
JAWA;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
NINE;09/09/2024 00:00;Laporan Keuangan;SP2;;2024;Sanksi;;;;;
JSKY;09/09/2024 00:00;Laporan Keuangan;SP2;50000000;2024;Sanksi;;;;;
